onset	duration	Experiment - R4CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,634	2	11KW_412212	1	Sie hat etwas vor	99	1634	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,668	2	11KW_412212	2	Es hat viel damit zu tun	99	4668	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,701	2	11KW_412212	3	Sie fŸhlt sich sorglos	66	7701	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
10,735	2	11KW_412212	4	Sie legt nicht jedes Wort auf die Goldwaage	22	10735	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
13,769	2	11KW_412212	5	Er fŸhlt sich entspannt und locker	66	13769	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
18,803	2	11KW_412212	6	Sie verbrachten ein entspanntes Wochenende	66	18803	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
24,843	2	11KW_412212	7	### ### #### ### ###### ## ####	77	24843	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
28,877	2	11KW_412212	8	### ####### ##### #######	77	28877	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
32,905	2	11KW_412212	9	### ### ## ### ##### ###### #####	77	32905	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
37,934	2	11KW_412212	10	Sie veranstalten eine Party fŸr ihn	66	37934	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
41,973	2	11KW_412212	11	Sie schaut ihn liebevoll an	66	41973	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
46,002	2	11KW_412212	12	Er redete mit Engelszungen	33	46002	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
49,031	2	11KW_412212	13	Sprach er sehr eindringlich und betšrend?	88	49031	keine	0	901	41	6	9	9	9	9	9	9	9	9	miss
55,07	2	11KW_412212	14	### ####### #### ###	77	55070	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
61,099	2	11KW_412212	15	Mir ist es das wert	66	61099	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
64,133	2	11KW_412212	16	## ##### ### ### ###### ### ######	77	64133	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
67,167	2	11KW_412212	17	Er verliert seine Arbeit	44	67167	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
71,2	2	11KW_412212	18	Muss er sich einen neuen Arbeitsplatz suchen?	88	71200	keine	0	902	45	7	9	9	9	9	9	9	9	9	miss
78,235	2	11KW_412212	19	Sie denkt Ÿber die Vor- und Nachteile nach	55	78235	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
85,274	2	11KW_412212	20	Er schwimmt im Geld	33	85274	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
91,304	2	11KW_412212	21	Er dreht das Rad der Zeit zurŸck	22	91304	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
94,338	2	11KW_412212	22	Er hintergeht sie	44	94338	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
98,373	2	11KW_412212	23	Es steht noch in den Sternen	22	98373	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
103,402	2	11KW_412212	24	Er lŠsst sich deswegen keine grauen Haare wachsen	22	103402	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
108,441	2	11KW_412212	25	Sie lacht aus vollem Hals	33	108441	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
111,481	2	11KW_412212	26	Sie lŠsst die Seele baumeln	33	111481	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
117,514	2	11KW_412212	27	Sie ist unsterblich verliebt	33	117514	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
124,549	2	11KW_412212	28	Sie spuckte Gift und Galle	11	124549	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
129,578	2	11KW_412212	29	Er hat seine Gelegenheit leider verpasst	44	129578	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
137,618	2	11KW_412212	30	Er kontrolliert gerade den Ablauf	55	137618	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
141,658	2	11KW_412212	31	Sie verpasste ihm einen Denkzettel	11	141658	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
144,687	2	11KW_412212	32	Er lebt wie Gott in Frankreich	33	144687	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
148,721	2	11KW_412212	33	### ##### ####### ### ### ### ######### #####	77	148721	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
151,749	2	11KW_412212	34	Sie schwitzte Blut und Wasser	11	151749	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
158,783	2	11KW_412212	35	#### ###### ####### #########	77	158783	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
161,812	2	11KW_412212	36	Sie erzŠhlt was passiert ist	55	161812	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
167,846	2	11KW_412212	37	Er kriegte eine GŠnsehaut	22	167846	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
170,88	2	11KW_412212	38	### ### ##### #############	77	170880	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
174,914	2	11KW_412212	39	Das ist eine traurige Geschichte	44	174914	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
177,942	2	11KW_412212	40	## ### ### ### #########	77	177942	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
184,975	2	11KW_412212	41	Sie sŠuft wie ein Loch	11	184975	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
189,006	2	11KW_412212	42	### ##### ##### ## ### ###### ####	77	189006	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
193,033	2	11KW_412212	43	Sie ist sehr unaufrichtig	44	193033	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
196,063	2	11KW_412212	44	Sie ist in der BlŸte ihrer Jahre	33	196063	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
200,096	2	11KW_412212	45	## ### ####### ##### ######	77	200096	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
206,125	2	11KW_412212	46	Wurde dir soeben ein Satz prŠsentiert?	88	206125	Ja	3506	903	38	6	9	9	9	9	9	9	9	9	incorrect
211,165	2	11KW_412212	47	Sie beschŠftigt sich mit dem Thema	55	211165	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
215,199	2	11KW_412212	48	Sie verwirklicht nun ihren Wunsch	66	215199	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
219,227	2	11KW_412212	49	Sie stinkt vor Faulheit	11	219227	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
222,255	2	11KW_412212	50	Das hat viele Vorteile	66	222255	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
225,29	2	11KW_412212	51	Sie Ÿberlegt sich wie sie weitermachen kann	55	225290	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
229,324	2	11KW_412212	52	### #### ##### ##### #####	77	229324	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
232,352	2	11KW_412212	53	## ##### ##### ##### ######	77	232352	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
237,386	2	11KW_412212	54	Hast du soeben viele Rautezeichen gesehen?	88	237386	Ja	2038	904	42	6	9	9	9	9	9	9	9	9	correct
243,432	2	11KW_412212	55	Er schwebt auf Wolke sieben	33	243432	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
249,46	2	11KW_412212	56	Er erinnert sich an die letzte Woche	55	249460	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
252,495	2	11KW_412212	57	### ### ######### ### #####	77	252495	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
256,529	2	11KW_412212	58	### ##### ### #### #######	77	256529	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
262,556	2	11KW_412212	59	Er hat bei ihm verspielt	11	262556	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
266,591	2	11KW_412212	60	Sie strukturiert ihre Arbeit	55	266591	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
269,62	2	11KW_412212	61	Ist sie sehr chaotisch?	88	269620	Nein	2892	905	23	4	9	9	9	9	9	9	9	9	correct
276,66	2	11KW_412212	62	### ####### ###### ########### ##	77	276660	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
281,699	2	11KW_412212	63	Sie schlŠft gut	66	281699	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
288,739	2	11KW_412212	64	Sie haben einen Bericht geschrieben	55	288739	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
292,768	2	11KW_412212	65	Es passt wie die Faust aufs Auge	33	292768	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
296,797	2	11KW_412212	66	Sie gehen vor die Hunde	11	296797	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
304,825	2	11KW_412212	67	### ### #########	77	304825	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
307,866	2	11KW_412212	68	Er hegt einen Traum	33	307866	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
310,9	2	11KW_412212	69	#### ##### ##### ### ########	77	310900	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
317,933	2	11KW_412212	70	Sie hat lange darunter gelitten	44	317933	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
320,962	2	11KW_412212	71	Er trŠumt in den Tag hinein	22	320962	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,996	2	11KW_412212	72	### #### #### #### ###### ######	77	323996	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
327,031	2	11KW_412212	73	## ### #### ###### ### ### ### ####### ########	77	327031	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
332,064	2	11KW_412212	74	Sie setzen ihn auf freien Fu§	22	332064	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
337,104	2	11KW_412212	75	Er kann das nicht mehr leiden	44	337104	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
341,143	2	11KW_412212	76	Findet er es gut?	88	341143	Nein	3758	906	17	4	9	9	9	9	9	9	9	9	correct
346,178	2	11KW_412212	77	Sie lassen Gras Ÿber die Sache wachsen	22	346178	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
350,212	2	11KW_412212	78	Er ist darauf neutral	55	350212	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
355,239	2	11KW_412212	79	Er ist Ÿberheblich	44	355239	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
358,279	2	11KW_412212	80	Sie redet nicht um den hei§en Brei	22	358279	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
366,313	2	11KW_412212	81	#### ### ########## #########	77	366313	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,355	2	11KW_412212	82	Hast du soeben eine Buchstabenreihe gesehen?	88	373355	Nein	2801	907	44	6	9	9	9	9	9	9	9	9	correct
378,39	2	11KW_412212	83	Er benimmt sich wie ein Elefant im Porzellanladen	11	378390	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
382,423	2	11KW_412212	84	Er bringt sie zur Wei§glut	11	382423	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
387,452	2	11KW_412212	85	#### ## ### ##### ######	77	387452	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
392,491	2	11KW_412212	86	## #### #### #######	77	392491	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
395,531	2	11KW_412212	87	Sie freut sich auf den Urlaub	66	395531	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
399,565	2	11KW_412212	88	## ##### ### ### #####	77	399565	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
405,593	2	11KW_412212	89	Er nimmt es sich zu Herzen	22	405593	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
409,628	2	11KW_412212	90	Er hat einen an der Birne	11	409628	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,657	2	11KW_412212	91	Er leidet unter der Trennung seiner Eltern	44	414657	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
418,696	2	11KW_412212	92	## #### #### ##### ### ### #####	77	418696	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
425,724	2	11KW_412212	93	## #### #### #####	77	425724	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,754	2	11KW_412212	94	### ### #########	77	428754	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
434,787	2	11KW_412212	95	Hast du mehrere Rautezeichen gesehen?	88	434787	Ja	2292	908	37	5	9	9	9	9	9	9	9	9	correct
442,828	2	11KW_412212	96	## ####### ## #########	77	442828	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
445,863	2	11KW_412212	97	## ##### ## #### ### #####	77	445863	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
448,896	2	11KW_412212	98	Er ist krank geworden	44	448896	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
451,93	2	11KW_412212	99	Sie plant eine Zugfahrt	55	451930	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
459,964	2	11KW_412212	100	### ###### #######	77	459964	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
